Save,1/8/2026,1:07:50 PM,Scan,1/8/2026,1:07:35 PM,Reference,1/8/2026,12:58:32 PM,Measure
Software,STS IL/PDL,RAW,Normal,2.3.1.0
TSL,SANTEC,TSL-570,22110007,0032.0033.0015
PowerMeter,SANTEC,MPM-210H,23090007,Ver.1.19
,Module0,MPM-211,23090008M211,Ver.1.23
Power Monitor,DAQ
Start,1243,nm
Stop,1377,nm
Step,0.01,nm
Speed,200,nm/s
Source Power,5,dBm
Averaging Time,0.05,msec
Power meter range,23090008M211,(Ch1),-30～+10dBm,-40～ 0dBm,-50～-10dBm,-60～-20dBm,-80～-30dBm
--HEADER END--
--RAW DATA START--
Wavelength(nm),Monitor_R1(dBm),Monitor_R2(dBm),Monitor_R3(dBm),Monitor_R4(dBm),Monitor_R5(dBm),Raw_M1_S0_CH1_R1(dBm),Raw_M1_S0_CH1_R2(dBm),Raw_M1_S0_CH1_R3(dBm),Raw_M1_S0_CH1_R4(dBm),Raw_M1_S0_CH1_R5(dBm)
1341,-3.039931,-3.039787,-3.042662,-3.041296,-3.0395,-25.03904,-28.64337,-29.26419,-29.32817,-29.32298
1341.01,-3.041943,-3.044316,-3.046186,-3.044747,-3.042734,-25.01034,-28.62174,-29.23679,-29.30278,-29.29604
1341.02,-3.047194,-3.049137,-3.052451,-3.05065,-3.048057,-24.95699,-28.59273,-29.20006,-29.26701,-29.26459
1341.03,-3.052379,-3.053532,-3.058797,-3.056127,-3.055478,-24.95699,-28.55723,-29.15015,-29.22376,-29.21607
1341.04,-3.056776,-3.05656,-3.061612,-3.06089,-3.059879,-24.94328,-28.52399,-29.11456,-29.17999,-29.17704
1341.05,-3.058219,-3.056632,-3.060745,-3.061901,-3.060384,-24.92042,-28.49752,-29.0907,-29.16055,-29.15014
1341.06,-3.056416,-3.053676,-3.055623,-3.05858,-3.056849,-24.92726,-28.48134,-29.0686,-29.14,-29.12853
1341.07,-3.052162,-3.049353,-3.050938,-3.054613,-3.052811,-24.91862,-28.45921,-29.04382,-29.1151,-29.10397
1341.08,-3.049713,-3.046114,-3.046546,-3.049929,-3.048561,-24.91406,-28.44121,-29.03309,-29.10073,-29.0848
1341.09,-3.048345,-3.044676,-3.04561,-3.046762,-3.046906,-24.93233,-28.4412,-29.04003,-29.10599,-29.082
1341.1,-3.047194,-3.043956,-3.045755,-3.0441,-3.04633,-24.96443,-28.46842,-29.07222,-29.13482,-29.10341
1341.11,-3.045035,-3.044388,-3.045035,-3.041584,-3.044316,-24.9768,-28.52115,-29.13026,-29.19146,-29.15208
1341.12,-3.042518,-3.043237,-3.043309,-3.039571,-3.042087,-24.98145,-28.56925,-29.1796,-29.24369,-29.1969
1341.13,-3.03835,-3.039356,-3.036986,-3.036268,-3.037273,-24.97178,-28.59533,-29.20385,-29.26526,-29.2383
1341.14,-3.035622,-3.035765,-3.03354,-3.033039,-3.032967,-24.94781,-28.58856,-29.18877,-29.25888,-29.24738
1341.15,-3.033182,-3.032967,-3.029668,-3.030815,-3.029668,-24.92049,-28.56274,-29.14901,-29.22032,-29.21778
1341.16,-3.034617,-3.032895,-3.029668,-3.032106,-3.029955,-24.92094,-28.52887,-29.12931,-29.19778,-29.18778
1341.17,-3.040505,-3.037201,-3.035694,-3.036483,-3.034545,-24.96078,-28.54822,-29.16574,-29.22614,-29.19823
1341.18,-3.046906,-3.042806,-3.04029,-3.042446,-3.040649,-25.01494,-28.60334,-29.21357,-29.28048,-29.24415
1341.19,-3.053748,-3.049425,-3.046258,-3.049281,-3.047625,-25.06391,-28.67202,-29.28714,-29.35253,-29.31236
1341.2,-3.056127,-3.05346,-3.051442,-3.052883,-3.051802,-25.07093,-28.73315,-29.35823,-29.42318,-29.38657
1341.21,-3.056777,-3.05656,-3.05382,-3.056055,-3.054036,-25.0615,-28.7625,-29.39913,-29.46476,-29.42879
1341.22,-3.05656,-3.058652,-3.055623,-3.058869,-3.055406,-25.04511,-28.78643,-29.43003,-29.49585,-29.46503
1341.23,-3.056849,-3.060096,-3.058003,-3.060962,-3.05793,-25.06163,-28.8311,-29.47734,-29.54428,-29.51535
1341.24,-3.058508,-3.061756,-3.059951,-3.064429,-3.060673,-25.12315,-28.87349,-29.53041,-29.60867,-29.56987
1341.25,-3.059879,-3.062406,-3.063128,-3.065946,-3.062767,-25.13835,-28.91464,-29.58569,-29.65025,-29.61864
1341.26,-3.059013,-3.060312,-3.062767,-3.063851,-3.063273,-25.13213,-28.95018,-29.62269,-29.69403,-29.66096
1341.27,-3.053964,-3.054253,-3.058291,-3.058797,-3.058508,-25.12783,-28.97907,-29.657,-29.72684,-29.70577
1341.28,-3.047913,-3.046834,-3.051658,-3.051514,-3.051658,-25.12261,-29.01109,-29.68503,-29.75438,-29.73472
1341.29,-3.04223,-3.039571,-3.043597,-3.044316,-3.043381,-25.14513,-29.03624,-29.7131,-29.78319,-29.76426
1341.3,-3.036411,-3.03555,-3.037201,-3.037848,-3.037201,-25.17348,-29.04895,-29.73257,-29.80645,-29.78423
1341.31,-3.035622,-3.035119,-3.03476,-3.03476,-3.03354,-25.20503,-29.07164,-29.75594,-29.83205,-29.80675
1341.32,-3.037058,-3.038063,-3.035478,-3.035119,-3.033971,-25.20691,-29.08706,-29.78438,-29.85394,-29.83348
1341.33,-3.040218,-3.040146,-3.036555,-3.03677,-3.034904,-25.17537,-29.10135,-29.79948,-29.87434,-29.85637
1341.34,-3.044172,-3.04144,-3.038063,-3.038278,-3.03634,-25.17731,-29.11953,-29.81856,-29.89196,-29.87187
1341.35,-3.044675,-3.039643,-3.037704,-3.038278,-3.034402,-25.19131,-29.13367,-29.83039,-29.9016,-29.88737
1341.36,-3.044819,-3.037201,-3.036914,-3.038709,-3.034904,-25.18552,-29.12552,-29.81755,-29.89219,-29.8844
1341.37,-3.043669,-3.036627,-3.036627,-3.038709,-3.035406,-25.19525,-29.1089,-29.79222,-29.86515,-29.86464
1341.38,-3.046258,-3.039571,-3.040218,-3.043741,-3.040146,-25.19043,-29.08496,-29.76581,-29.83921,-29.83824
1341.39,-3.050505,-3.045323,-3.046258,-3.048993,-3.047698,-25.15657,-29.07058,-29.75146,-29.82684,-29.81768
1341.4,-3.055767,-3.05346,-3.054469,-3.05656,-3.054685,-25.1638,-29.07353,-29.76109,-29.83445,-29.81468
1341.41,-3.059879,-3.059951,-3.061323,-3.061178,-3.060384,-25.17101,-29.07756,-29.76913,-29.84711,-29.82444
1341.42,-3.061106,-3.061901,-3.063562,-3.060817,-3.062189,-25.18311,-29.06431,-29.7483,-29.82395,-29.81591
1341.43,-3.062045,-3.060457,-3.062839,-3.059229,-3.062695,-25.19233,-29.04919,-29.72988,-29.79924,-29.79462
1341.44,-3.060312,-3.058508,-3.059735,-3.056416,-3.061684,-25.15193,-29.01958,-29.69409,-29.76783,-29.7713
1341.45,-3.058508,-3.056416,-3.056055,-3.055046,-3.059807,-25.11354,-28.95005,-29.60563,-29.68402,-29.71203
1341.46,-3.054397,-3.054469,-3.052451,-3.053027,-3.058652,-25.10409,-28.86973,-29.51278,-29.58938,-29.61174
1341.47,-3.050001,-3.05137,-3.048705,-3.050073,-3.053532,-25.07855,-28.83092,-29.46518,-29.53983,-29.54312
1341.48,-3.04597,-3.046474,-3.045323,-3.04669,-3.048993,-25.06811,-28.78412,-29.42006,-29.49363,-29.49586
1341.49,-3.042518,-3.040434,-3.041584,-3.04108,-3.044747,-25.071,-28.73561,-29.36131,-29.43332,-29.45612
1341.5,-3.037632,-3.034976,-3.03756,-3.036196,-3.039212,-25.03177,-28.65713,-29.27696,-29.346,-29.38057
1341.51,-3.035478,-3.032393,-3.035765,-3.0339,-3.03555,-24.98647,-28.60346,-29.21444,-29.28075,-29.29055
1341.52,-3.033684,-3.032249,-3.034115,-3.033612,-3.033828,-24.9782,-28.57142,-29.17715,-29.24522,-29.23718
1341.53,-3.035119,-3.035622,-3.036268,-3.036052,-3.035694,-24.95257,-28.52706,-29.13656,-29.20831,-29.20438
1341.54,-3.039571,-3.040865,-3.038637,-3.041224,-3.03914,-24.92499,-28.47802,-29.08601,-29.15755,-29.15262
1341.55,-3.044388,-3.048273,-3.043956,-3.048273,-3.044891,-24.92954,-28.47154,-29.07228,-29.13907,-29.1182
1341.56,-3.049353,-3.052595,-3.047122,-3.051226,-3.049785,-24.92954,-28.50685,-29.09887,-29.16417,-29.12812
1341.57,-3.051946,-3.054613,-3.048273,-3.053171,-3.051874,-24.96628,-28.53045,-29.12271,-29.19036,-29.15609
1341.58,-3.053892,-3.055334,-3.049857,-3.052739,-3.053388,-24.97085,-28.52707,-29.12706,-29.19492,-29.16824
1341.59,-3.056344,-3.055911,-3.051946,-3.053099,-3.055334,-24.94781,-28.52905,-29.13478,-29.20009,-29.17431
1341.6,-3.058508,-3.05793,-3.056272,-3.056704,-3.058147,-24.95699,-28.54595,-29.15285,-29.21822,-29.19085
1341.61,-3.062262,-3.062839,-3.06125,-3.063273,-3.062839,-24.9451,-28.56569,-29.17792,-29.24769,-29.22162
1341.62,-3.063995,-3.066525,-3.064284,-3.066453,-3.06479,-24.94509,-28.57013,-29.17733,-29.24767,-29.23036
1341.63,-3.062189,-3.067465,-3.063489,-3.065874,-3.063273,-24.95424,-28.58786,-29.1991,-29.26286,-29.23405
1341.64,-3.05757,-3.062912,-3.059374,-3.061178,-3.059446,-24.96897,-28.63335,-29.25679,-29.31752,-29.27666
1341.65,-3.052523,-3.054685,-3.054108,-3.055911,-3.054541,-24.98928,-28.68975,-29.3195,-29.38117,-29.34165
1341.66,-3.047338,-3.046762,-3.04669,-3.048489,-3.048057,-25.00503,-28.72628,-29.37858,-29.44022,-29.40462
1341.67,-3.043237,-3.038566,-3.040362,-3.04223,-3.043165,-25.01901,-28.77529,-29.43214,-29.4966,-29.46552
1341.68,-3.040721,-3.033756,-3.038063,-3.038781,-3.039571,-25.05659,-28.81634,-29.46833,-29.54387,-29.51574
1341.69,-3.040434,-3.031174,-3.035622,-3.036196,-3.037417,-25.09978,-28.85171,-29.51213,-29.57923,-29.55111
1341.7,-3.040793,-3.03103,-3.036555,-3.035765,-3.036124,-25.09605,-28.885,-29.55014,-29.61842,-29.59081
1341.71,-3.040362,-3.031389,-3.037129,-3.035191,-3.035694,-25.12281,-28.91561,-29.59188,-29.66073,-29.62874
1341.72,-3.041152,-3.032895,-3.037919,-3.036483,-3.036196,-25.17152,-28.99144,-29.67121,-29.74207,-29.68834
1341.73,-3.041368,-3.034832,-3.039428,-3.037057,-3.037776,-25.18746,-29.09931,-29.78798,-29.83914,-29.78744
1341.74,-3.043741,-3.039787,-3.042231,-3.040218,-3.04223,-25.21129,-29.17145,-29.88671,-29.94563,-29.89715
1341.75,-3.047266,-3.044172,-3.046114,-3.046114,-3.048201,-25.2366,-29.20733,-29.9302,-30.01175,-29.97379
1341.76,-3.053243,-3.052451,-3.053171,-3.053387,-3.056776,-25.26858,-29.2629,-29.98106,-30.05752,-30.03382
1341.77,-3.056993,-3.058941,-3.058724,-3.061034,-3.062912,-25.29078,-29.29627,-30.02209,-30.09482,-30.07192
1341.78,-3.05793,-3.062262,-3.061106,-3.064935,-3.064718,-25.3012,-29.32906,-30.05253,-30.12608,-30.10146
1341.79,-3.056704,-3.062189,-3.059374,-3.065007,-3.065802,-25.30468,-29.34794,-30.08308,-30.16811,-30.13359
1341.8,-3.05382,-3.060023,-3.056993,-3.062551,-3.064212,-25.31365,-29.36312,-30.10594,-30.19735,-30.17083
1341.81,-3.05173,-3.056776,-3.05418,-3.05858,-3.061539,-25.32064,-29.36186,-30.09279,-30.18655,-30.1771
1341.82,-3.050289,-3.053676,-3.051586,-3.055478,-3.058869,-25.29236,-29.3241,-30.03321,-30.12644,-30.13872
1341.83,-3.049857,-3.05137,-3.050866,-3.052667,-3.055406,-25.25232,-29.25571,-29.95232,-30.04059,-30.06378
1341.84,-3.048201,-3.049209,-3.048201,-3.048849,-3.050361,-25.22684,-29.19057,-29.8863,-29.97039,-29.98568
1341.85,-3.045179,-3.044819,-3.044388,-3.044891,-3.044747,-25.22152,-29.14369,-29.84697,-29.93162,-29.93114
1341.86,-3.04108,-3.042015,-3.039356,-3.040793,-3.039859,-25.19586,-29.11869,-29.81086,-29.89928,-29.89131
1341.87,-3.037776,-3.038135,-3.034043,-3.037058,-3.034258,-25.17686,-29.08,-29.75802,-29.85337,-29.8446
1341.88,-3.035048,-3.033684,-3.031389,-3.034402,-3.030887,-25.16916,-29.01186,-29.69713,-29.77807,-29.79186
1341.89,-3.035119,-3.032249,-3.031389,-3.034258,-3.029955,-25.16142,-28.95766,-29.62255,-29.70441,-29.711
1341.9,-3.03756,-3.032537,-3.033971,-3.035119,-3.030385,-25.13997,-28.92105,-29.56325,-29.65595,-29.65611
1341.91,-3.040505,-3.03476,-3.03914,-3.037417,-3.034115,-25.0785,-28.8478,-29.48758,-29.57411,-29.5734
1341.92,-3.044891,-3.0395,-3.043812,-3.041368,-3.038925,-25.07376,-28.80131,-29.44339,-29.52219,-29.51219
1341.93,-3.047482,-3.044388,-3.047625,-3.044172,-3.042302,-25.07712,-28.7752,-29.42075,-29.49748,-29.47994
1341.94,-3.048777,-3.047482,-3.05065,-3.046978,-3.044244,-25.02904,-28.75369,-29.39306,-29.47111,-29.46135
1341.95,-3.052235,-3.05137,-3.053099,-3.050289,-3.046978,-24.96172,-28.70456,-29.33802,-29.41896,-29.42263
1341.96,-3.054901,-3.052955,-3.055478,-3.053388,-3.050073,-24.95568,-28.64885,-29.27592,-29.33901,-29.35697
1341.97,-3.058796,-3.055478,-3.059951,-3.057425,-3.054541,-24.96802,-28.58721,-29.19496,-29.26383,-29.28007
1341.98,-3.062334,-3.058869,-3.063706,-3.060817,-3.059229,-24.9671,-28.55625,-29.17114,-29.23598,-29.2307
1341.99,-3.062839,-3.059735,-3.066164,-3.062334,-3.062334,-24.97124,-28.55359,-29.17137,-29.2365,-29.21548
1342,-3.061539,-3.058436,-3.065513,-3.061539,-3.062189,-24.97216,-28.56096,-29.1778,-29.24215,-29.22116
1342.01,-3.056849,-3.054685,-3.061684,-3.057786,-3.05757,-24.9671,-28.57944,-29.19491,-29.26033,-29.23494
1342.02,-3.051802,-3.050289,-3.05555,-3.053171,-3.052523,-24.96111,-28.59639,-29.2175,-29.28704,-29.25871
1342.03,-3.044891,-3.044891,-3.04777,-3.047194,-3.046978,-24.9602,-28.59555,-29.22077,-29.29003,-29.27383
1342.04,-3.039356,-3.041224,-3.041512,-3.042015,-3.042087,-24.97036,-28.59088,-29.20955,-29.27719,-29.26375
1342.05,-3.036124,-3.03835,-3.036842,-3.038278,-3.038997,-24.99854,-28.61387,-29.22799,-29.29613,-29.26759
1342.06,-3.033756,-3.036914,-3.034258,-3.036196,-3.037776,-25.01153,-28.6525,-29.27211,-29.35128,-29.30985
1342.07,-3.034976,-3.037632,-3.034043,-3.03677,-3.038925,-25.03162,-28.70019,-29.32628,-29.39585,-29.35999
1342.08,-3.037848,-3.037704,-3.035119,-3.03756,-3.0395,-25.05447,-28.74819,-29.38294,-29.45093,-29.41496
1342.09,-3.04108,-3.038063,-3.036483,-3.038925,-3.041512,-25.06765,-28.79527,-29.44659,-29.51152,-29.45977
1342.1,-3.043956,-3.03914,-3.03914,-3.041296,-3.042806,-25.08319,-28.84949,-29.5085,-29.58596,-29.53107
1342.11,-3.04561,-3.041584,-3.041584,-3.043237,-3.043597,-25.08508,-28.90522,-29.57599,-29.63863,-29.60293
1342.12,-3.047194,-3.04633,-3.045323,-3.046762,-3.046186,-25.13045,-28.94422,-29.62447,-29.69063,-29.65039
1342.13,-3.048993,-3.051658,-3.048777,-3.050794,-3.049857,-25.17583,-28.96887,-29.64438,-29.71901,-29.6912
1342.14,-3.052162,-3.057281,-3.053171,-3.054541,-3.05418,-25.17342,-29.00124,-29.68095,-29.7526,-29.72126
1342.15,-3.055694,-3.062623,-3.058652,-3.058291,-3.060023,-25.20992,-29.07593,-29.77071,-29.84026,-29.79229
1342.16,-3.059807,-3.063923,-3.061539,-3.060168,-3.062839,-25.2513,-29.14886,-29.86024,-29.93341,-29.88422
1342.17,-3.062406,-3.064646,-3.063634,-3.061828,-3.063489,-25.27152,-29.20826,-29.92851,-30.00385,-29.96523
1342.18,-3.061901,-3.061973,-3.062912,-3.061901,-3.062045,-25.272,-29.2618,-29.98936,-30.06241,-30.02669
1342.19,-3.06089,-3.059663,-3.061395,-3.061612,-3.059229,-25.27002,-29.32161,-30.0676,-30.15278,-30.09725
1342.2,-3.056488,-3.055911,-3.059013,-3.05858,-3.055118,-25.28337,-29.35868,-30.10931,-30.19435,-30.16197
1342.21,-3.051298,-3.049713,-3.054253,-3.052523,-3.049713,-25.26463,-29.35363,-30.09133,-30.17871,-30.16583
1342.22,-3.046402,-3.046042,-3.050289,-3.047194,-3.045826,-25.25032,-29.35174,-30.08458,-30.17451,-30.15375
1342.23,-3.041296,-3.041512,-3.046042,-3.041584,-3.04108,-25.25378,-29.36961,-30.10609,-30.19709,-30.166
1342.24,-3.037776,-3.038135,-3.041943,-3.037273,-3.038494,-25.26609,-29.39046,-30.14037,-30.22829,-30.19633
1342.25,-3.034904,-3.035694,-3.037848,-3.034545,-3.035765,-25.26755,-29.41088,-30.16439,-30.24796,-30.22425
1342.26,-3.034545,-3.033397,-3.035048,-3.031963,-3.034258,-25.27362,-29.42757,-30.17815,-30.26412,-30.23756
1342.27,-3.034473,-3.034186,-3.033828,-3.031317,-3.033469,-25.30093,-29.4534,-30.20587,-30.29298,-30.26053
1342.28,-3.035622,-3.036627,-3.034976,-3.033469,-3.035263,-25.31717,-29.47957,-30.23465,-30.32043,-30.29356
1342.29,-3.04029,-3.040937,-3.040218,-3.037919,-3.039715,-25.30969,-29.47619,-30.22969,-30.31993,-30.30189
1342.3,-3.044747,-3.046042,-3.046114,-3.043381,-3.045682,-25.33421,-29.44413,-30.19551,-30.28613,-30.27841
1342.31,-3.050074,-3.050866,-3.052379,-3.049353,-3.050722,-25.31926,-29.40837,-30.15165,-30.23893,-30.24362
1342.32,-3.054325,-3.05418,-3.057209,-3.054036,-3.05555,-25.28335,-29.37586,-30.11422,-30.19806,-30.20128
1342.33,-3.05656,-3.056344,-3.059951,-3.057353,-3.05858,-25.28434,-29.35124,-30.09748,-30.17518,-30.17089
1342.34,-3.058003,-3.058652,-3.062045,-3.05959,-3.061034,-25.29179,-29.35579,-30.11198,-30.18669,-30.16871
1342.35,-3.057858,-3.059446,-3.062334,-3.060818,-3.062984,-25.31171,-29.38449,-30.14475,-30.22659,-30.20159
1342.36,-3.058652,-3.061251,-3.062695,-3.060673,-3.062912,-25.32864,-29.39746,-30.14271,-30.23147,-30.22218
1342.37,-3.057786,-3.062117,-3.061612,-3.059446,-3.061756,-25.31119,-29.3638,-30.09829,-30.18886,-30.19353
1342.38,-3.056488,-3.059302,-3.057209,-3.05555,-3.059013,-25.2928,-29.32868,-30.05354,-30.14299,-30.1433
1342.39,-3.053964,-3.054974,-3.051874,-3.052667,-3.052667,-25.27797,-29.30975,-30.028,-30.1168,-30.10937
1342.4,-3.048345,-3.049065,-3.044676,-3.047625,-3.047554,-25.27941,-29.28617,-30.00983,-30.09922,-30.08792
1342.41,-3.044891,-3.043453,-3.039571,-3.042734,-3.041152,-25.28634,-29.269,-29.99859,-30.0869,-30.0709
1342.42,-3.04029,-3.039643,-3.034187,-3.039212,-3.037273,-25.28883,-29.2669,-29.99313,-30.08254,-30.06231
1342.43,-3.038063,-3.037417,-3.031461,-3.036699,-3.034617,-25.2691,-29.26876,-29.99014,-30.08088,-30.05911
1342.44,-3.038063,-3.038422,-3.031532,-3.035048,-3.03354,-25.23613,-29.26233,-29.98009,-30.07028,-30.05374
1342.45,-3.039284,-3.037991,-3.032823,-3.03555,-3.034043,-25.22047,-29.23703,-29.95494,-30.04634,-30.0305
1342.46,-3.040649,-3.038278,-3.034545,-3.036268,-3.035406,-25.21659,-29.23211,-29.94982,-30.03409,-30.014
1342.47,-3.041368,-3.039284,-3.03598,-3.036555,-3.035909,-25.2293,-29.22292,-29.94185,-30.02265,-30.01014
1342.48,-3.041584,-3.038925,-3.037991,-3.037776,-3.037848,-25.24395,-29.18389,-29.89817,-29.99022,-29.98384
1342.49,-3.042734,-3.041512,-3.041368,-3.039787,-3.04108,-25.23663,-29.14572,-29.84777,-29.93442,-29.93561
1342.5,-3.045682,-3.044675,-3.04633,-3.044388,-3.045682,-25.20156,-29.11214,-29.81729,-29.90181,-29.89607
1342.51,-3.049209,-3.049713,-3.052018,-3.049641,-3.051442,-25.17728,-29.07554,-29.77911,-29.86465,-29.86094
1342.52,-3.05382,-3.056993,-3.058652,-3.057065,-3.059879,-25.18803,-29.06387,-29.75599,-29.83572,-29.81796
1342.53,-3.057209,-3.06024,-3.063128,-3.061034,-3.064501,-25.20896,-29.09185,-29.77915,-29.86468,-29.82892
1342.54,-3.057642,-3.061323,-3.06479,-3.061828,-3.065368,-25.20653,-29.11886,-29.82848,-29.9066,-29.86731
1342.55,-3.055694,-3.057786,-3.064357,-3.059663,-3.064068,-25.22544,-29.15616,-29.87035,-29.94822,-29.90979
1342.56,-3.053532,-3.054541,-3.060529,-3.055406,-3.058796,-25.23317,-29.17835,-29.88962,-29.96868,-29.94469
1342.57,-3.049209,-3.049785,-3.054685,-3.051154,-3.053604,-25.23225,-29.14762,-29.86158,-29.94405,-29.93773
1342.58,-3.04597,-3.045682,-3.049353,-3.047841,-3.050001,-25.24893,-29.11508,-29.84025,-29.92374,-29.90479
1342.59,-3.042734,-3.044028,-3.042518,-3.042662,-3.044388,-25.25132,-29.14642,-29.87075,-29.95379,-29.91497
1342.6,-3.038997,-3.040649,-3.03677,-3.039284,-3.040074,-25.24886,-29.20141,-29.91522,-29.99977,-29.95904
1342.61,-3.03677,-3.038925,-3.033612,-3.035765,-3.036124,-25.25721,-29.22783,-29.95065,-30.03687,-30.00032
1342.62,-3.034832,-3.036124,-3.0306,-3.031317,-3.032178,-25.2572,-29.26049,-29.97291,-30.06332,-30.02813
1342.63,-3.033469,-3.033397,-3.030027,-3.030529,-3.030887,-25.26025,-29.28404,-29.99516,-30.08002,-30.05154
1342.64,-3.033397,-3.033325,-3.030959,-3.029597,-3.02931,-25.30192,-29.31215,-30.03121,-30.11139,-30.07906
1342.65,-3.035406,-3.035478,-3.033039,-3.03103,-3.031676,-25.32364,-29.33978,-30.07121,-30.16028,-30.11556
1342.66,-3.037919,-3.038853,-3.036699,-3.0339,-3.03433,-25.31913,-29.3751,-30.12638,-30.21451,-30.16759
1342.67,-3.04144,-3.044891,-3.041008,-3.037417,-3.038781,-25.33462,-29.42569,-30.18776,-30.26543,-30.23034
1342.68,-3.045395,-3.049929,-3.044963,-3.04108,-3.043093,-25.33662,-29.46699,-30.22354,-30.30736,-30.27827
1342.69,-3.047338,-3.053027,-3.046834,-3.043525,-3.044747,-25.32468,-29.47475,-30.23973,-30.32613,-30.30216
1342.7,-3.050361,-3.056344,-3.049137,-3.046618,-3.047482,-25.35443,-29.49713,-30.26378,-30.34574,-30.31694
1342.71,-3.052235,-3.059157,-3.05101,-3.049857,-3.049857,-25.41047,-29.53525,-30.29787,-30.38555,-30.35148
1342.72,-3.054974,-3.059807,-3.053243,-3.051802,-3.053315,-25.41245,-29.55132,-30.33409,-30.42323,-30.39217
1342.73,-3.057642,-3.060023,-3.055767,-3.055623,-3.058003,-25.39822,-29.56326,-30.34743,-30.44594,-30.41812
1342.74,-3.058652,-3.059663,-3.057209,-3.056849,-3.06125,-25.38305,-29.58682,-30.37108,-30.46599,-30.43858
1342.75,-3.058724,-3.05757,-3.056704,-3.055478,-3.061395,-25.38451,-29.60806,-30.39732,-30.48942,-30.46578
1342.76,-3.054757,-3.053243,-3.054325,-3.052811,-3.05793,-25.38397,-29.59765,-30.38129,-30.47655,-30.47263
1342.77,-3.048345,-3.047266,-3.049497,-3.046618,-3.050218,-25.39616,-29.56301,-30.33922,-30.43557,-30.43692
1342.78,-3.040793,-3.039643,-3.043525,-3.038637,-3.04259,-25.39122,-29.55053,-30.32953,-30.41896,-30.4059
1342.79,-3.034545,-3.032106,-3.038207,-3.032823,-3.035909,-25.37197,-29.5569,-30.33189,-30.418,-30.40367
1342.8,-3.032537,-3.03017,-3.035048,-3.029238,-3.032249,-25.38103,-29.53517,-30.30623,-30.39463,-30.39088
1342.81,-3.031317,-3.029023,-3.034043,-3.028163,-3.0306,-25.38666,-29.49341,-30.26968,-30.3581,-30.35675
1342.82,-3.032537,-3.03103,-3.034832,-3.028808,-3.030744,-25.33681,-29.47332,-30.2449,-30.33491,-30.32587
1342.83,-3.034187,-3.035048,-3.036986,-3.031102,-3.032393,-25.32663,-29.48283,-30.24315,-30.33079,-30.31414
1342.84,-3.034473,-3.034976,-3.037991,-3.032465,-3.032608,-25.34265,-29.48971,-30.24431,-30.33095,-30.31505
1342.85,-3.035765,-3.036914,-3.038781,-3.034043,-3.0339,-25.3735,-29.48189,-30.24171,-30.32915,-30.31304
1342.86,-3.037776,-3.0395,-3.041799,-3.038422,-3.036986,-25.39688,-29.47409,-30.23868,-30.32723,-30.31227
1342.87,-3.041296,-3.044244,-3.045898,-3.043309,-3.04223,-25.36021,-29.45725,-30.21407,-30.30731,-30.30243
1342.88,-3.047122,-3.050794,-3.050938,-3.050218,-3.048273,-25.32718,-29.42311,-30.16703,-30.26186,-30.26451
1342.89,-3.053604,-3.056704,-3.056272,-3.057353,-3.056416,-25.32173,-29.3784,-30.11728,-30.21271,-30.21491
1342.9,-3.057281,-3.059013,-3.058941,-3.060673,-3.061251,-25.2642,-29.33914,-30.06724,-30.1527,-30.15504
1342.91,-3.05757,-3.059735,-3.057786,-3.060529,-3.061106,-25.25824,-29.29533,-30.00706,-30.0895,-30.09707
1342.92,-3.05418,-3.057498,-3.05519,-3.056416,-3.059735,-25.2701,-29.2278,-29.93682,-30.02078,-30.02739
1342.93,-3.05065,-3.054253,-3.052595,-3.052955,-3.055118,-25.24944,-29.18834,-29.88993,-29.97814,-29.96902
1342.94,-3.048633,-3.05137,-3.049569,-3.050073,-3.052306,-25.22489,-29.17994,-29.88073,-29.96888,-29.94688
1342.95,-3.046186,-3.048561,-3.048129,-3.047338,-3.050218,-25.19914,-29.17739,-29.8754,-29.96078,-29.94224
1342.96,-3.044172,-3.045035,-3.045898,-3.044963,-3.046618,-25.19052,-29.15984,-29.854,-29.94035,-29.92365
1342.97,-3.041368,-3.042015,-3.04108,-3.041008,-3.042662,-25.23137,-29.14682,-29.83638,-29.92531,-29.90374
1342.98,-3.037704,-3.039428,-3.037201,-3.036842,-3.036699,-25.22202,-29.12657,-29.80902,-29.90148,-29.88817
1342.99,-3.034186,-3.035119,-3.033325,-3.032321,-3.032249,-25.18991,-29.07624,-29.76623,-29.84838,-29.84753
1343,-3.031962,-3.031962,-3.030027,-3.029453,-3.029095,-25.1667,-29.03312,-29.71566,-29.80028,-29.79168
1343.01,-3.030887,-3.03103,-3.028736,-3.028522,-3.028951,-25.15897,-29.01831,-29.70394,-29.78771,-29.76275
1343.02,-3.030815,-3.032106,-3.029453,-3.02888,-3.030815,-25.17253,-29.03714,-29.72762,-29.80918,-29.76954
1343.03,-3.034115,-3.035048,-3.032249,-3.031532,-3.03354,-25.19864,-29.08405,-29.76838,-29.84826,-29.80988
1343.04,-3.037273,-3.038278,-3.03598,-3.03555,-3.037848,-25.21224,-29.1356,-29.84345,-29.92366,-29.87882
1343.05,-3.042087,-3.042159,-3.040793,-3.040002,-3.042302,-25.23624,-29.19301,-29.91021,-29.99261,-29.94959
1343.06,-3.044963,-3.044963,-3.043956,-3.043597,-3.045539,-25.25428,-29.2532,-29.97474,-30.05829,-30.01493
